event_date,event_timestamp,event_name,event_params.key,event_params.value.string_value,event_params.value.int_value,event_params.value.float_value,event_params.value.double_value,event_previous_timestamp,event_value_in_usd,event_bundle_sequence_id,event_server_timestamp_offset,user_id,user_pseudo_id,privacy_info.analytics_storage,privacy_info.ads_storage,privacy_info.uses_transient_token,user_properties.key,user_properties.value.string_value,user_properties.value.int_value,user_properties.value.float_value,user_properties.value.double_value,user_properties.value.set_timestamp_micros,user_first_touch_timestamp,user_ltv.revenue,user_ltv.currency,device.category,device.mobile_brand_name,device.mobile_model_name,device.mobile_marketing_name,device.mobile_os_hardware_model,device.operating_system,device.operating_system_version,device.vendor_id,device.advertising_id,device.language,device.is_limited_ad_tracking,device.time_zone_offset_seconds,device.browser,device.browser_version,device.web_info.browser,device.web_info.browser_version,device.web_info.hostname,geo.continent,geo.country,geo.region,geo.city,geo.sub_continent,geo.metro,app_info.id,app_info.version,app_info.install_store,app_info.firebase_app_id,app_info.install_source,traffic_source.name,traffic_source.medium,traffic_source.source,stream_id,platform,event_dimensions.hostname,ecommerce.total_item_quantity,ecommerce.purchase_revenue_in_usd,ecommerce.purchase_revenue,ecommerce.refund_value_in_usd,ecommerce.refund_value,ecommerce.shipping_value_in_usd,ecommerce.shipping_value,ecommerce.tax_value_in_usd,ecommerce.tax_value,ecommerce.unique_items,ecommerce.transaction_id,items.item_id,items.item_name,items.item_brand,items.item_variant,items.item_category,items.item_category2,items.item_category3,items.item_category4,items.item_category5,items.price_in_usd,items.price,items.quantity,items.item_revenue_in_usd,items.item_revenue,items.item_refund_in_usd,items.item_refund,items.coupon,items.affiliation,items.location_id,items.item_list_id,items.item_list_name,items.item_list_index,items.promotion_id,items.promotion_name,items.creative_name,items.creative_slot,collected_traffic_source.manual_campaign_id,collected_traffic_source.manual_campaign_name,collected_traffic_source.manual_source,collected_traffic_source.manual_medium,collected_traffic_source.manual_term,collected_traffic_source.manual_content,collected_traffic_source.gclid,collected_traffic_source.dclid,collected_traffic_source.srsltid,is_active_user
,,,path,/us/coding-bootcamps/part-time-full-stack-developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,session_engaged,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,page_location,https://4geeksacademy.com/us/coding-bootcamps/part-time-full-stack-developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,page_title,"Full Stack Developer Course by 4 Geeks Academy, master the Skills and Technologies · 4Geeks Academy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230808,1.69152E+15,route_change,ga_session_number,,2,,,,,1296451951,,,,No,No,No,,,,,,,,0,USD,desktop,Apple,Safari,,,Macintosh,Macintosh Intel 12.3,,,en-us,No,,,,Chrome,115.0.5790.170,4geeksacademy.com,Europe,Austria,Vienna,Vienna,Western Europe,(not set),,,,,,,,,3463457828,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
,,,page_referrer,https://4geeksacademy.com/us/thank-you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,engaged_session_event,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,engagement_time_msec,,1843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,page_location,https://4geeksacademy.com/us/thank-you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,session_engaged,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ignore_referrer,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,path,/us/thank-you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,page_title,General Thank You - 4Geeks Academy · 4Geeks Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230808,1.69152E+15,route_change,ignore_referrer,true,,,,,,1303331068,,,,No,No,No,,,,,,,,0,USD,desktop,Apple,Safari,,,Macintosh,Macintosh Intel 12.3,,,en-us,No,,,,Chrome,115.0.5790.170,4geeksacademy.com,Europe,Austria,Vienna,Vienna,Western Europe,(not set),,,,,,,,,3463457828,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
,,,session_engaged,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ga_session_number,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,engagement_time_msec,,3871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,page_location,https://4geeksacademy.com/us/trends-and-tech/colab-partnership,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,path,/us/trends-and-tech/colab-partnership,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,page_referrer,https://4geeksacademy.com/us/thank-you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,page_title,4GeeksAcademy partners with Co.Lab · 4Geeks Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,engaged_session_event,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230808,1.6915E+15,first_visit,page_title,How much is the Software engineer salary in Germany · 4Geeks Academy,,,,,,1313656699,,,,No,No,No,,,,,,,1.6915E+15,0,USD,mobile,Apple,iPhone,,,iOS,iOS 16.1,,,en-gb,No,,,,Chrome,115.0.5790.160,4geeksacademy.com,Asia,Cyprus,Limassol,Limassol,Western Asia,(not set),,,,,,,,,3463457828,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
,,,page_referrer,https://www.google.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,page_location,https://4geeksacademy.com/us/software-engineer-salary/software-engineer-salary-germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ga_session_number,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230808,1.6915E+15,session_start,page_referrer,https://www.google.com/,,,,,,1313656699,,,,No,No,No,,,,,,,1.6915E+15,0,USD,mobile,Apple,iPhone,,,iOS,iOS 16.1,,,en-gb,No,,,,Chrome,115.0.5790.160,4geeksacademy.com,Asia,Cyprus,Limassol,Limassol,Western Asia,(not set),,,,,,,,,3463457828,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
,,,page_location,https://4geeksacademy.com/us/software-engineer-salary/software-engineer-salary-germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,page_title,How much is the Software engineer salary in Germany · 4Geeks Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ga_session_number,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230808,1.6915E+15,first_visit,page_title,How much is the Software engineer salary in Germany · 4Geeks Academy,,,,,,-81941908,,,,No,No,No,,,,,,,1.6915E+15,0,USD,desktop,Apple,Safari,,,Macintosh,Macintosh Intel 13.4,,,en-in,No,,,,Chrome,115.0.5790.170,4geeksacademy.com,Europe,Latvia,Riga,Riga,Northern Europe,(not set),,,,,,,,,3463457828,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
,,,page_location,https://4geeksacademy.com/us/software-engineer-salary/software-engineer-salary-germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ga_session_number,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,page_referrer,https://www.google.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230808,1.6915E+15,session_start,ga_session_number,,1,,,,,-81941908,,,,No,No,No,,,,,,,1.6915E+15,0,USD,desktop,Apple,Safari,,,Macintosh,Macintosh Intel 13.4,,,en-in,No,,,,Chrome,115.0.5790.170,4geeksacademy.com,Europe,Latvia,Riga,Riga,Northern Europe,(not set),,,,,,,,,3463457828,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
,,,page_referrer,https://www.google.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,page_title,How much is the Software engineer salary in Germany · 4Geeks Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,page_location,https://4geeksacademy.com/us/software-engineer-salary/software-engineer-salary-germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230808,1.69147E+15,first_visit,ga_session_id,,1691467319,,,,,1824675512,,,2020661808.1691467320,Yes,Yes,No,,,,,,,1.69147E+15,0,USD,mobile,Apple,iPhone,,,iOS,iOS 16.5.1,,,tr-tr,No,,,,Safari,16.5.2,4geeksacademy.com,Asia,Türkiye,Ankara,Ankara,Western Asia,(not set),,,,,,tw,ppc,tw,3463457828,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
,,,page_title,"Full Stack Developer Course by 4 Geeks Academy, master the Skills and Technologies · 4Geeks Academy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,page_location,https://4geeksacademy.com/us/coding-bootcamps/part-time-full-stack-developer?twclid=24zdwqpme4ge7vzrg0wxsazcsr&utm_source=tw&utm_medium=ppc&utm_campaign=tw&utm_id=tw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ga_session_number,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230808,1.69147E+15,session_start,ga_session_id,,1691467319,,,,,1824675512,,,2020661808.1691467320,Yes,Yes,No,,,,,,,1.69147E+15,0,USD,mobile,Apple,iPhone,,,iOS,iOS 16.5.1,,,tr-tr,No,,,,Safari,16.5.2,4geeksacademy.com,Asia,Türkiye,Ankara,Ankara,Western Asia,(not set),,,,,,tw,ppc,tw,3463457828,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
,,,ga_session_number,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,page_location,https://4geeksacademy.com/us/coding-bootcamps/part-time-full-stack-developer?twclid=24zdwqpme4ge7vzrg0wxsazcsr&utm_source=tw&utm_medium=ppc&utm_campaign=tw&utm_id=tw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,page_title,"Full Stack Developer Course by 4 Geeks Academy, master the Skills and Technologies · 4Geeks Academy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230808,1.69147E+15,first_visit,page_title,"Full Stack Developer Course by 4 Geeks Academy, master the Skills and Technologies · 4Geeks Academy",,,,,,1963835265,,,786083283.1691467459,,,No,,,,,,,1.69147E+15,0,USD,mobile,Apple,iPhone,,,iOS,iOS 16.5.1,,,cs-cz,No,,,,Safari,16.5.2,4geeksacademy.com,Europe,Czechia,Prague,Prague,Eastern Europe,(not set),,,,,,tw,ppc,tw,3463457828,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
,,,ga_session_number,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ga_session_id,,1691467459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,page_location,https://4geeksacademy.com/us/coding-bootcamps/part-time-full-stack-developer?twclid=2-39hd5erjlbguoyee2hotvcih9&utm_source=tw&utm_medium=ppc&utm_campaign=tw&utm_id=tw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230808,1.69147E+15,session_start,page_location,https://4geeksacademy.com/us/coding-bootcamps/part-time-full-stack-developer?twclid=2-39hd5erjlbguoyee2hotvcih9&utm_source=tw&utm_medium=ppc&utm_campaign=tw&utm_id=tw,,,,,,1963835265,,,786083283.1691467459,,,No,,,,,,,1.69147E+15,0,USD,mobile,Apple,iPhone,,,iOS,iOS 16.5.1,,,cs-cz,No,,,,Safari,16.5.2,4geeksacademy.com,Europe,Czechia,Prague,Prague,Eastern Europe,(not set),,,,,,tw,ppc,tw,3463457828,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
,,,ga_session_id,,1691467459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ga_session_number,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,page_title,"Full Stack Developer Course by 4 Geeks Academy, master the Skills and Technologies · 4Geeks Academy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230808,1.69147E+15,first_visit,page_title,"Full Stack Developer Course by 4 Geeks Academy, master the Skills and Technologies · 4Geeks Academy",,,,,,1822795033,,,1432790429.1691467318,Yes,Yes,No,,,,,,,1.69147E+15,0,USD,mobile,Apple,iPhone,,,iOS,iOS 16.6,,,en-in,No,,,,Safari,16.6,4geeksacademy.com,Asia,India,Maharashtra,Mumbai,Southern Asia,(not set),,,,,,tw,ppc,tw,3463457828,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
,,,ga_session_number,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,page_location,https://4geeksacademy.com/us/coding-bootcamps/part-time-full-stack-developer?twclid=21gwe4akogj8riv7ev0xe6mpdl&utm_source=tw&utm_medium=ppc&utm_campaign=tw&utm_id=tw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ga_session_id,,1691467317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230808,1.69147E+15,session_start,ga_session_number,,1,,,,,1822795033,,,1432790429.1691467318,Yes,Yes,No,,,,,,,1.69147E+15,0,USD,mobile,Apple,iPhone,,,iOS,iOS 16.6,,,en-in,No,,,,Safari,16.6,4geeksacademy.com,Asia,India,Maharashtra,Mumbai,Southern Asia,(not set),,,,,,tw,ppc,tw,3463457828,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
,,,page_location,https://4geeksacademy.com/us/coding-bootcamps/part-time-full-stack-developer?twclid=21gwe4akogj8riv7ev0xe6mpdl&utm_source=tw&utm_medium=ppc&utm_campaign=tw&utm_id=tw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ga_session_id,,1691467317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,page_title,"Full Stack Developer Course by 4 Geeks Academy, master the Skills and Technologies · 4Geeks Academy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230808,1.69147E+15,first_visit,page_location,https://4geeksacademy.com/us/coding-bootcamps/part-time-full-stack-developer?twclid=23vir4z3qjnbusoz8h8a8knrb0&utm_source=tw&utm_medium=ppc&utm_campaign=tw&utm_id=tw,,,,,,1873011805,,,1494538496.1691467368,Yes,Yes,No,,,,,,,1.69147E+15,0,USD,mobile,Apple,iPhone,,,iOS,iOS 16.4.1,,,ja,No,,,,Safari,16.4,4geeksacademy.com,Asia,Japan,Saitama,Saitama,Eastern Asia,JP_KANTO,,,,,,tw,ppc,tw,3463457828,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
,,,ga_session_number,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ga_session_id,,1691467367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,page_title,"Full Stack Developer Course by 4 Geeks Academy, master the Skills and Technologies · 4Geeks Academy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230808,1.69147E+15,session_start,ga_session_id,,1691467367,,,,,1873011805,,,1494538496.1691467368,Yes,Yes,No,,,,,,,1.69147E+15,0,USD,mobile,Apple,iPhone,,,iOS,iOS 16.4.1,,,ja,No,,,,Safari,16.4,4geeksacademy.com,Asia,Japan,Saitama,Saitama,Eastern Asia,JP_KANTO,,,,,,tw,ppc,tw,3463457828,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
,,,page_location,https://4geeksacademy.com/us/coding-bootcamps/part-time-full-stack-developer?twclid=23vir4z3qjnbusoz8h8a8knrb0&utm_source=tw&utm_medium=ppc&utm_campaign=tw&utm_id=tw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,page_title,"Full Stack Developer Course by 4 Geeks Academy, master the Skills and Technologies · 4Geeks Academy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ga_session_number,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230808,1.69147E+15,first_visit,page_title,"Full Stack Developer Course by 4 Geeks Academy, master the Skills and Technologies · 4Geeks Academy",,,,,,-1100102467,,,179313267.1691468690,Yes,Yes,No,,,,,,,1.69147E+15,0,USD,mobile,Apple,iPhone,,,iOS,iOS 16.6,,,en-us,No,,,,Safari,16.6,4geeksacademy.com,Asia,Türkiye,Ankara,Ankara,Western Asia,(not set),,,,,,tw,ppc,tw,3463457828,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
,,,ga_session_id,,1691468689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ga_session_number,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,page_location,https://4geeksacademy.com/us/coding-bootcamps/part-time-full-stack-developer?twclid=2-5iimxyua26axi1m74wsoyafdf&utm_source=tw&utm_medium=ppc&utm_campaign=tw&utm_id=tw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230808,1.69147E+15,session_start,ga_session_number,,1,,,,,-1100102467,,,179313267.1691468690,Yes,Yes,No,,,,,,,1.69147E+15,0,USD,mobile,Apple,iPhone,,,iOS,iOS 16.6,,,en-us,No,,,,Safari,16.6,4geeksacademy.com,Asia,Türkiye,Ankara,Ankara,Western Asia,(not set),,,,,,tw,ppc,tw,3463457828,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
,,,ga_session_id,,1691468689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,page_title,"Full Stack Developer Course by 4 Geeks Academy, master the Skills and Technologies · 4Geeks Academy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,page_location,https://4geeksacademy.com/us/coding-bootcamps/part-time-full-stack-developer?twclid=2-5iimxyua26axi1m74wsoyafdf&utm_source=tw&utm_medium=ppc&utm_campaign=tw&utm_id=tw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230808,1.69147E+15,first_visit,ga_session_id,,1691467608,,,,,2113982228,,,735625885.1691467609,Yes,Yes,No,,,,,,,1.69147E+15,0,USD,mobile,Apple,iPhone,,,iOS,iOS 15.7.1,,,ar,No,,,,Safari,15.6.3,4geeksacademy.com,Asia,Saudi Arabia,Riyadh Province,Riyadh,Western Asia,(not set),,,,,,tw,ppc,tw,3463457828,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
